2009-01-01,Sydney,0.0,17.0,22.0,34.3
2009-01-02,Sydney,0.0,33.0,57.0,20.8
2009-01-03,Sydney,0.0,15.0,49.0,21.4
2009-01-04,Sydney,0.0,31.0,58.0,24.1
2009-01-05,Sydney,0.0,13.0,60.0,26.2
2009-01-06,Sydney,0.0,20.0,64.0,25.8
2009-01-07,Sydney,0.0,15.0,67.0,26.1
2009-01-08,Sydney,0.0,31.0,72.0,20.1
2009-01-09,Sydney,0.4,19.0,47.0,21.2
2009-01-10,Sydney,0.0,20.0,53.0,22.5
2009-01-11,Sydney,0.0,31.0,57.0,23.9
2009-01-12,Sydney,1.2,15.0,61.0,25.6
2009-01-13,Sydney,0.2,26.0,56.0,25.4
2009-01-14,Sydney,0.0,24.0,49.0,29.1
2009-01-15,Sydney,0.0,19.0,39.0,33.1
2009-01-16,Sydney,1.8,24.0,61.0,24.0
2009-01-17,Sydney,0.0,28.0,48.0,21.6
2009-01-18,Sydney,0.0,22.0,46.0,22.9
2009-01-19,Sydney,0.0,26.0,57.0,23.8
2009-01-20,Sydney,0.0,22.0,54.0,27.0
2009-01-21,Sydney,1.6,22.0,55.0,29.2
2009-01-22,Sydney,1.0,26.0,45.0,32.7
2009-01-23,Sydney,0.0,19.0,58.0,29.1
2009-01-24,Sydney,0.0,26.0,20.0,40.1
2009-01-25,Sydney,0.0,17.0,51.0,24.7
2009-01-26,Sydney,0.0,15.0,72.0,25.3
2009-01-27,Sydney,14.2,7.0,93.0,22.4
2009-01-28,Sydney,4.4,22.0,60.0,26.6
2009-01-29,Sydney,0.0,26.0,67.0,27.5
2009-01-30,Sydney,0.0,24.0,59.0,27.5
2009-01-31,Sydney,0.0,19.0,54.0,29.0
2009-02-01,Sydney,0.0,17.0,66.0,26.9
2009-02-02,Sydney,0.0,24.0,63.0,27.1
2009-02-03,Sydney,0.0,19.0,60.0,27.9
2009-02-04,Sydney,0.4,17.0,71.0,26.2
2009-02-05,Sydney,0.0,22.0,58.0,28.9
2009-02-06,Sydney,0.0,11.0,64.0,27.4
2009-02-07,Sydney,0.0,31.0,34.0,32.2
2009-02-08,Sydney,0.0,17.0,53.0,28.1
2009-02-09,Sydney,0.0,17.0,81.0,20.6
2009-02-10,Sydney,3.4,19.0,89.0,18.7
2009-02-11,Sydney,5.6,20.0,61.0,23.0
2009-02-12,Sydney,0.6,31.0,56.0,21.4
2009-02-13,Sydney,23.2,24.0,90.0,17.9
2009-02-14,Sydney,19.6,19.0,67.0,20.4
2009-02-15,Sydney,25.6,22.0,66.0,23.1
2009-02-16,Sydney,16.4,24.0,62.0,22.6
