2015-01-01,Sydney,0.0,24.0,69.0,27.5
2015-01-02,Sydney,0.0,17.0,76.0,26.3
2015-01-03,Sydney,0.0,22.0,70.0,27.7
2015-01-04,Sydney,0.0,15.0,66.0,27.1
2015-01-05,Sydney,0.2,15.0,66.0,25.9
2015-01-06,Sydney,0.2,17.0,64.0,26.8
2015-01-07,Sydney,0.0,22.0,50.0,27.9
2015-01-08,Sydney,0.0,31.0,55.0,27.4
2015-01-09,Sydney,0.0,31.0,64.0,26.9
2015-01-10,Sydney,0.0,13.0,78.0,25.2
2015-01-11,Sydney,21.0,13.0,92.0,21.1
2015-01-12,Sydney,9.6,30.0,78.0,22.9
2015-01-13,Sydney,4.8,20.0,77.0,24.5
2015-01-14,Sydney,0.0,28.0,32.0,33.4
2015-01-15,Sydney,0.0,24.0,57.0,24.8
2015-01-16,Sydney,0.0,22.0,63.0,26.6
2015-01-17,Sydney,0.0,24.0,23.0,33.5
2015-01-18,Sydney,0.0,20.0,43.0,28.6
2015-01-19,Sydney,0.0,24.0,61.0,21.7
2015-01-20,Sydney,6.2,26.0,64.0,23.9
2015-01-21,Sydney,18.0,20.0,61.0,27.1
2015-01-22,Sydney,0.2,19.0,58.0,27.5
2015-01-23,Sydney,0.0,30.0,61.0,28.7
2015-01-24,Sydney,0.0,24.0,54.0,28.3
2015-01-25,Sydney,1.0,19.0,44.0,31.2
2015-01-26,Sydney,0.6,17.0,88.0,19.7
2015-01-27,Sydney,33.0,13.0,93.0,20.2
2015-01-28,Sydney,57.0,6.0,92.0,18.2
2015-01-29,Sydney,14.0,35.0,47.0,22.1
2015-01-30,Sydney,0.0,17.0,28.0,26.8
2015-01-31,Sydney,0.0,19.0,42.0,24.2
2015-02-01,Sydney,0.0,19.0,55.0,24.2
2015-02-02,Sydney,3.4,35.0,59.0,23.4
2015-02-03,Sydney,1.0,24.0,45.0,25.7
2015-02-04,Sydney,1.2,30.0,58.0,22.9
2015-02-05,Sydney,7.4,13.0,54.0,22.5
2015-02-06,Sydney,0.2,15.0,53.0,23.6
2015-02-07,Sydney,0.0,22.0,50.0,26.0
2015-02-08,Sydney,0.0,22.0,58.0,28.3
2015-02-09,Sydney,0.0,20.0,66.0,25.3
2015-02-10,Sydney,0.0,19.0,65.0,27.7
2015-02-11,Sydney,0.2,28.0,59.0,27.1
2015-02-12,Sydney,0.0,26.0,61.0,27.6
2015-02-13,Sydney,6.8,19.0,61.0,25.1
2015-02-14,Sydney,4.4,17.0,55.0,26.9
2015-02-15,Sydney,0.6,20.0,59.0,26.4
2015-02-16,Sydney,0.0,28.0,57.0,26.8
2015-02-17,Sydney,0.0,31.0,56.0,26.1
2015-02-18,Sydney,0.0,28.0,60.0,26.7
2015-02-19,Sydney,0.2,17.0,63.0,25.8
2015-02-20,Sydney,0.0,9.0,67.0,25.6
2015-02-21,Sydney,1.0,15.0,74.0,24.5
2015-02-22,Sydney,1.2,20.0,62.0,26.8
2015-02-23,Sydney,0.0,17.0,63.0,26.9
2015-02-24,Sydney,0.2,33.0,66.0,24.8
2015-02-25,Sydney,0.0,30.0,77.0,22.9
2015-02-26,Sydney,4.2,17.0,72.0,24.9
2015-02-27,Sydney,26.8,17.0,60.0,26.4
2015-02-28,Sydney,0.2,22.0,62.0,26.5
2015-03-01,Sydney,0.0,20.0,57.0,29.3
2015-03-02,Sydney,11.4,15.0,57.0,23.7
2015-03-03,Sydney,0.2,28.0,54.0,25.8
2015-03-04,Sydney,0.0,13.0,63.0,26.9
2015-03-05,Sydney,0.0,35.0,56.0,23.1
2015-03-06,Sydney,0.0,24.0,22.0,29.6
2015-03-07,Sydney,0.0,24.0,57.0,24.6
2015-03-08,Sydney,0.0,22.0,62.0,25.6
2015-03-09,Sydney,0.0,24.0,57.0,27.7
2015-03-10,Sydney,0.0,20.0,79.0,24.0
2015-03-11,Sydney,0.0,26.0,65.0,27.0
2015-03-12,Sydney,0.2,22.0,52.0,27.3
2015-03-13,Sydney,0.6,17.0,65.0,21.4
2015-03-14,Sydney,1.2,19.0,49.0,23.7
2015-03-15,Sydney,0.0,33.0,51.0,23.0
2015-03-16,Sydney,8.8,13.0,45.0,23.4
2015-03-17,Sydney,0.0,17.0,55.0,22.5
2015-03-18,Sydney,0.0,17.0,49.0,27.2
2015-03-19,Sydney,0.2,19.0,54.0,27.2
2015-03-20,Sydney,0.0,39.0,65.0,24.9
2015-03-21,Sydney,2.0,22.0,55.0,21.7
2015-03-22,Sydney,2.2,22.0,59.0,24.1
2015-03-23,Sydney,1.4,22.0,64.0,26.4
2015-03-24,Sydney,0.2,9.0,93.0,22.5
2015-03-25,Sydney,22.4,20.0,53.0,24.2
2015-03-26,Sydney,0.2,17.0,24.0,27.8
2015-03-27,Sydney,0.0,22.0,20.0,26.4
2015-03-28,Sydney,0.0,20.0,45.0,22.2
2015-03-29,Sydney,0.0,20.0,59.0,23.2
2015-03-30,Sydney,0.0,19.0,64.0,23.1
2015-03-31,Sydney,14.2,13.0,58.0,22.7
2015-04-01,Sydney,6.0,17.0,72.0,23.6
2015-04-02,Sydney,0.0,11.0,57.0,27.1
2015-04-03,Sydney,0.6,13.0,89.0,18.5
2015-04-04,Sydney,24.0,26.0,93.0,17.4
2015-04-05,Sydney,21.4,19.0,54.0,25.6
2015-04-06,Sydney,0.0,15.0,62.0,20.2
2015-04-07,Sydney,0.4,22.0,42.0,21.2
2015-04-08,Sydney,5.8,30.0,39.0,21.0
2015-04-09,Sydney,0.2,31.0,42.0,21.2
2015-04-10,Sydney,0.4,20.0,58.0,21.7
2015-04-11,Sydney,7.8,13.0,69.0,20.4
2015-04-12,Sydney,0.2,28.0,63.0,21.4
2015-04-13,Sydney,0.0,19.0,50.0,22.2
2015-04-14,Sydney,0.0,17.0,54.0,20.8
2015-04-15,Sydney,0.0,19.0,66.0,23.2
2015-04-16,Sydney,0.6,15.0,44.0,29.2
2015-04-17,Sydney,1.6,13.0,89.0,21.0
2015-04-18,Sydney,0.4,26.0,51.0,26.1
2015-04-19,Sydney,2.4,35.0,69.0,20.0
2015-04-20,Sydney,13.2,46.0,94.0,17.1
2015-04-21,Sydney,119.4,46.0,96.0,14.6
