2011-01-01,Sydney,0.0,20.0,58.0,27.1
2011-01-02,Sydney,0.0,26.0,62.0,26.6
2011-01-03,Sydney,5.6,20.0,84.0,19.2
2011-01-04,Sydney,3.0,19.0,60.0,21.8
2011-01-05,Sydney,0.0,20.0,57.0,23.0
2011-01-06,Sydney,0.0,17.0,57.0,24.9
2011-01-07,Sydney,7.6,17.0,67.0,26.5
2011-01-08,Sydney,6.6,20.0,62.0,26.4
2011-01-09,Sydney,9.4,20.0,67.0,26.6
2011-01-10,Sydney,5.4,26.0,65.0,26.0
2011-01-11,Sydney,0.4,20.0,79.0,24.3
2011-01-12,Sydney,1.6,28.0,71.0,26.4
2011-01-13,Sydney,0.2,28.0,65.0,24.9
2011-01-14,Sydney,0.2,28.0,53.0,27.6
2011-01-15,Sydney,0.6,7.0,61.0,29.6
2011-01-16,Sydney,0.2,15.0,65.0,28.0
2011-01-17,Sydney,0.0,24.0,68.0,26.3
2011-01-18,Sydney,0.0,20.0,57.0,24.8
2011-01-19,Sydney,7.2,20.0,73.0,24.5
2011-01-20,Sydney,0.2,24.0,55.0,26.3
2011-01-21,Sydney,5.6,28.0,60.0,26.3
2011-01-22,Sydney,0.0,26.0,55.0,26.7
2011-01-23,Sydney,0.0,28.0,57.0,26.1
2011-01-24,Sydney,0.0,26.0,36.0,32.4
2011-01-25,Sydney,0.0,20.0,64.0,27.2
2011-01-26,Sydney,0.0,15.0,73.0,27.7
2011-01-27,Sydney,0.0,17.0,71.0,27.3
2011-01-28,Sydney,0.0,24.0,59.0,24.1
2011-01-29,Sydney,0.0,24.0,48.0,24.6
2011-01-30,Sydney,0.0,24.0,56.0,27.5
2011-01-31,Sydney,0.0,17.0,49.0,30.0
2011-02-01,Sydney,0.0,17.0,49.0,31.8
2011-02-02,Sydney,0.0,20.0,70.0,28.4
2011-02-03,Sydney,0.0,24.0,54.0,33.6
2011-02-04,Sydney,0.0,28.0,73.0,27.8
2011-02-05,Sydney,0.0,33.0,22.0,40.9
2011-02-06,Sydney,0.0,41.0,77.0,22.8
2011-02-07,Sydney,0.2,19.0,58.0,22.6
2011-02-08,Sydney,0.2,17.0,52.0,24.2
2011-02-09,Sydney,0.4,11.0,83.0,21.6
2011-02-10,Sydney,0.0,24.0,70.0,24.3
2011-02-11,Sydney,0.2,13.0,60.0,28.3
2011-02-12,Sydney,1.4,26.0,76.0,22.2
2011-02-13,Sydney,9.6,26.0,88.0,21.3
